"","NATIVITY","BPLD","YEAR","WARD","SEX","NFAMS","AGE","OCC","NATIVITY_MOM","BIRTHPLACE","Nativity_Type","age_classified"
"7147",5,15000,1920,1,"male",1,36,606,NA,"Canada","Foreign born","(30,40]"
"7148",4,2500,1920,1,"female",1,23,999,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7149",2,2500,1920,1,"male",1,3,999,4,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7150",2,2500,1920,1,"male",1,1,999,4,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7151",1,2300,1920,1,"male",1,48,164,NA,"Maine","Native born, and both parents native born","(40,50]"
"7152",1,2300,1920,1,"female",1,50,999,NA,"Maine","Native born, and both parents native born","(40,50]"
"7153",1,2500,1920,1,"female",1,14,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"7154",5,15050,1920,1,"male",1,43,30,NA,"Nova Scotia","Foreign born","(40,50]"
"7155",5,15050,1920,1,"female",1,43,999,NA,"Nova Scotia","Foreign born","(40,50]"
"7156",4,2500,1920,1,"female",1,14,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7157",4,2500,1920,1,"female",1,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7158",4,2500,1920,1,"female",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7159",4,2500,1920,1,"female",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7160",4,2500,1920,1,"female",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7161",5,15070,1920,1,"male",1,37,30,NA,"Newfoundland","Foreign born","(30,40]"
"7162",5,15070,1920,1,"female",1,31,999,NA,"Newfoundland","Foreign born","(30,40]"
"7163",5,15070,1920,1,"male",1,7,999,5,"Newfoundland","Foreign born","(0,10]"
"7164",5,15070,1920,1,"male",1,4,999,5,"Newfoundland","Foreign born","(0,10]"
"7165",4,2500,1920,1,"female",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7166",4,2500,1920,1,"female",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"7167",5,15070,1920,1,"male",1,24,30,NA,"Newfoundland","Foreign born","(20,30]"
"7168",4,2500,1920,1,"male",1,39,152,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7169",2,2500,1920,1,"female",1,34,999,NA,"Massachusetts","Native born, and father foreign, mother native","(30,40]"
"7170",1,2500,1920,1,"female",1,6,999,2,"Massachusetts","Native born, and both parents native born","(0,10]"
"7171",1,2500,1920,1,"male",1,5,999,2,"Massachusetts","Native born, and both parents native born","(0,10]"
"7172",1,2500,1920,1,"female",1,3,999,2,"Massachusetts","Native born, and both parents native born","(0,10]"
"7173",1,2500,1920,1,"male",1,0,999,2,"Massachusetts","Native born, and both parents native born",NA
"7174",4,2500,1920,1,"female",3,66,574,NA,"Massachusetts","Native born, and both parents foreign","(60,70]"
"7175",2,2500,1920,1,"female",3,59,999,NA,"Massachusetts","Native born, and father foreign, mother native","(50,60]"
"7176",5,15000,1920,1,"male",3,69,999,NA,"Canada","Foreign born","(60,70]"
"7177",1,2500,1920,1,"male",3,55,574,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"7178",5,45500,1920,1,"male",1,57,750,NA,"Poland","Foreign born","(50,60]"
"7179",4,3600,1920,1,"female",1,57,999,NA,"New York","Native born, and both parents foreign","(50,60]"
"7180",2,2500,1920,1,"male",1,19,610,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"7181",2,2500,1920,1,"male",1,15,999,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"7182",5,15070,1920,1,"male",1,50,136,NA,"Newfoundland","Foreign born","(40,50]"
"7183",5,15070,1920,1,"female",1,44,999,NA,"Newfoundland","Foreign born","(40,50]"
"7184",4,2500,1920,1,"male",1,36,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7185",1,2500,1920,1,"male",1,20,791,NA,"Massachusetts","Native born, and both parents native born","(10,20]"
"7186",5,15060,1920,1,"male",1,52,166,NA,"Prince Edward Island","Foreign born","(50,60]"
"7187",1,2500,1920,1,"female",1,46,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"7188",2,2500,1920,1,"female",1,21,166,1,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"7189",2,2500,1920,1,"male",1,19,992,1,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"7190",2,2500,1920,1,"female",1,17,576,1,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"7191",2,2500,1920,1,"male",1,5,612,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7192",2,2500,1920,1,"female",1,9,999,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7193",2,2500,1920,1,"female",1,7,999,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7194",2,2500,1920,1,"male",1,2,999,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7195",1,2500,1920,1,"male",1,37,791,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"7196",1,2500,1920,1,"female",1,15,999,NA,"Massachusetts","Native born, and both parents native born","(10,20]"
"7197",1,2500,1920,1,"female",1,9,999,NA,"Massachusetts","Native born, and both parents native born","(0,10]"
"7198",1,2500,1920,1,"male",1,7,999,NA,"Massachusetts","Native born, and both parents native born","(0,10]"
"7199",1,2500,1920,1,"male",1,0,999,NA,"Massachusetts","Native born, and both parents native born",NA
"7200",5,15050,1920,1,"male",1,33,456,NA,"Nova Scotia","Foreign born","(30,40]"
"7201",5,15050,1920,1,"female",1,33,999,NA,"Nova Scotia","Foreign born","(30,40]"
"7202",5,15050,1920,1,"female",1,7,999,5,"Nova Scotia","Foreign born","(0,10]"
"7203",5,41000,1920,1,"male",1,34,148,NA,"England","Foreign born","(30,40]"
"7204",5,41000,1920,1,"female",1,33,999,NA,"England","Foreign born","(30,40]"
"7205",4,2500,1920,1,"male",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7206",5,15000,1920,1,"male",1,68,456,NA,"Canada","Foreign born","(60,70]"
"7207",5,15000,1920,1,"female",1,71,999,NA,"Canada","Foreign born","(70,80]"
"7208",5,15000,1920,1,"male",1,44,994,5,"Canada","Foreign born","(40,50]"
"7209",5,41000,1920,1,"male",1,57,954,NA,"England","Foreign born","(50,60]"
"7210",4,2500,1920,1,"female",1,48,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"7211",4,2500,1920,1,"male",1,20,994,4,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7212",4,2500,1920,1,"male",1,17,182,4,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7213",4,2500,1920,1,"male",1,13,999,4,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7214",4,2500,1920,1,"male",1,11,999,4,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7215",5,45500,1920,1,"male",1,28,984,NA,"Poland","Foreign born","(20,30]"
"7216",4,2500,1920,1,"female",1,25,999,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7217",2,2500,1920,1,"female",1,7,999,4,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7218",2,2500,1920,1,"male",1,4,999,4,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7219",2,2500,1920,1,"male",1,0,999,4,"Massachusetts","Native born, and father foreign, mother native",NA
"7220",5,42000,1920,1,"male",1,45,362,NA,"Belgium","Foreign born","(40,50]"
"7221",5,42000,1920,1,"female",1,43,306,NA,"Belgium","Foreign born","(40,50]"
"7222",5,42000,1920,1,"female",1,16,999,5,"Belgium","Foreign born","(10,20]"
"7223",2,3600,1920,1,"male",1,38,980,NA,"New York","Native born, and father foreign, mother native","(30,40]"
"7224",2,2500,1920,1,"female",1,31,999,NA,"Massachusetts","Native born, and father foreign, mother native","(30,40]"
"7225",1,2500,1920,1,"male",1,5,999,2,"Massachusetts","Native born, and both parents native born","(0,10]"
"7226",1,2500,1920,1,"female",1,7,999,2,"Massachusetts","Native born, and both parents native born","(0,10]"
"7227",5,41400,1920,1,"female",1,49,999,NA,"Ireland","Foreign born","(40,50]"
"7228",3,2500,1920,1,"male",1,26,148,5,"Massachusetts","Native born, and mother foreign, father native","(20,30]"
"7229",3,2500,1920,1,"female",1,23,995,5,"Massachusetts","Native born, and mother foreign, father native","(20,30]"
"7230",5,41400,1920,1,"male",1,37,642,NA,"Ireland","Foreign born","(30,40]"
"7231",1,2900,1920,1,"male",1,47,148,NA,"Missouri","Native born, and both parents native born","(40,50]"
"7232",1,2500,1920,1,"female",1,37,999,4,"Massachusetts","Native born, and both parents native born","(30,40]"
"7233",1,2500,1920,1,"female",1,11,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"7234",1,2500,1920,1,"male",1,10,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"7235",1,2500,1920,1,"female",1,9,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"7236",1,2500,1920,1,"female",1,7,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"7237",1,2500,1920,1,"male",1,5,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"7238",4,2500,1920,1,"female",1,56,999,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"7239",5,43400,1920,1,"male",1,38,446,NA,"Italy","Foreign born","(30,40]"
"7240",5,43400,1920,1,"female",1,35,999,NA,"Italy","Foreign born","(30,40]"
"7241",4,2500,1920,1,"male",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7242",4,2500,1920,1,"female",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7243",4,2500,1920,1,"male",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7244",4,2500,1920,1,"female",1,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7245",3,2500,1920,1,"female",1,40,999,NA,"Massachusetts","Native born, and mother foreign, father native","(30,40]"
"7246",1,2500,1920,1,"male",1,21,999,3,"Massachusetts","Native born, and both parents native born","(20,30]"
"7247",1,2500,1920,1,"female",1,19,454,3,"Massachusetts","Native born, and both parents native born","(10,20]"
"7248",1,2500,1920,1,"male",1,17,610,3,"Massachusetts","Native born, and both parents native born","(10,20]"
"7249",1,2500,1920,1,"male",1,15,999,3,"Massachusetts","Native born, and both parents native born","(10,20]"
"7250",1,2500,1920,1,"female",1,16,999,3,"Massachusetts","Native born, and both parents native born","(10,20]"
"7251",1,2500,1920,1,"male",1,6,999,3,"Massachusetts","Native born, and both parents native born","(0,10]"
"7252",1,2500,1920,1,"male",1,30,136,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"7253",4,2500,1920,1,"female",1,37,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7254",1,2500,1920,1,"female",1,7,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"7255",1,2500,1920,1,"female",1,5,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"7256",1,2500,1920,1,"male",1,3,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"7257",4,2500,1920,1,"male",1,42,142,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"7258",1,2500,1920,1,"male",1,37,791,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"7259",1,2500,1920,1,"female",1,34,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"7260",1,2500,1920,1,"female",1,12,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"7261",1,2500,1920,1,"female",1,11,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"7262",1,2500,1920,1,"male",1,7,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"7263",3,2500,1920,1,"male",1,28,988,NA,"Massachusetts","Native born, and mother foreign, father native","(20,30]"
"7264",1,2500,1920,1,"female",1,28,999,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"7265",1,2500,1920,1,"male",1,3,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"7266",4,2500,1920,1,"male",1,32,150,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7267",4,2500,1920,1,"female",1,30,999,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7268",1,2500,1920,1,"female",1,0,999,4,"Massachusetts","Native born, and both parents native born",NA
"7269",5,41100,1920,1,"male",1,73,140,NA,"Scotland","Foreign born","(70,80]"
"7270",5,15000,1920,1,"male",1,44,158,NA,"Canada","Foreign born","(40,50]"
"7271",4,2500,1920,1,"female",1,41,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"7272",2,2500,1920,1,"male",1,15,999,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"7273",2,2500,1920,1,"male",1,13,999,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"7274",2,2500,1920,1,"male",1,12,999,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"7275",4,2500,1920,1,"male",1,42,791,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"7276",1,1800,1920,1,"female",1,44,999,NA,"Indiana","Native born, and both parents native born","(40,50]"
"7277",1,2500,1920,1,"male",1,73,178,NA,"Massachusetts","Native born, and both parents native born","(70,80]"
"7278",1,2300,1920,1,"female",1,68,999,NA,"Maine","Native born, and both parents native born","(60,70]"
"7279",5,41400,1920,1,"male",1,60,164,NA,"Ireland","Foreign born","(50,60]"
"7280",5,41400,1920,1,"female",1,55,999,NA,"Ireland","Foreign born","(50,60]"
"7281",4,2500,1920,1,"male",1,30,176,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7282",4,2500,1920,1,"male",1,25,779,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7283",4,2500,1920,1,"male",1,22,994,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7284",4,2500,1920,1,"female",1,22,999,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7285",1,2500,1920,1,"male",1,3,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"7286",1,2500,1920,1,"male",1,1,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"7287",4,2300,1920,1,"male",1,66,988,NA,"Maine","Native born, and both parents foreign","(60,70]"
"7288",5,15000,1920,1,"female",1,53,707,NA,"Canada","Foreign born","(50,60]"
"7289",5,43400,1920,1,"male",1,43,767,NA,"Italy","Foreign born","(40,50]"
"7290",5,43400,1920,1,"female",1,43,999,NA,"Italy","Foreign born","(40,50]"
"7291",4,2500,1920,1,"male",1,17,516,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7292",4,2500,1920,1,"male",1,16,707,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7293",4,2500,1920,1,"male",1,15,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7294",4,2500,1920,1,"female",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7295",4,2500,1920,1,"male",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7296",4,2500,1920,1,"male",1,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7297",4,2500,1920,1,"female",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7298",4,2500,1920,2,"male",1,65,820,NA,"Massachusetts","Native born, and both parents foreign","(60,70]"
"7299",5,15060,1920,2,"male",1,31,800,NA,"Prince Edward Island","Foreign born","(30,40]"
"7300",4,2500,1920,2,"female",1,32,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7301",4,2500,1920,2,"male",1,30,918,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7302",5,15070,1920,2,"female",1,29,999,NA,"Newfoundland","Foreign born","(20,30]"
"7303",5,46500,1920,2,"male",1,55,370,NA,"Other USSR/Russia","Foreign born","(50,60]"
"7304",5,46500,1920,2,"female",1,52,999,NA,"Other USSR/Russia","Foreign born","(50,60]"
"7305",4,2500,1920,2,"female",1,19,988,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7306",4,2500,1920,2,"female",1,17,791,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7307",5,15050,1920,2,"male",1,45,148,NA,"Nova Scotia","Foreign born","(40,50]"
"7308",5,15050,1920,2,"female",1,59,999,NA,"Nova Scotia","Foreign born","(50,60]"
"7309",5,43400,1920,2,"male",1,43,621,NA,"Italy","Foreign born","(40,50]"
"7310",5,43400,1920,2,"female",1,52,999,NA,"Italy","Foreign born","(50,60]"
"7311",5,43400,1920,2,"male",1,19,994,5,"Italy","Foreign born","(10,20]"
"7312",5,45300,1920,2,"male",2,69,767,NA,"Germany","Foreign born","(60,70]"
"7313",5,45300,1920,2,"female",2,54,999,NA,"Germany","Foreign born","(50,60]"
"7314",4,2500,1920,2,"male",2,27,707,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7315",4,2500,1920,2,"female",2,24,995,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7316",4,2500,1920,2,"male",2,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7317",5,45300,1920,2,"male",2,26,707,NA,"Germany","Foreign born","(20,30]"
"7318",5,41400,1920,2,"female",1,53,999,NA,"Ireland","Foreign born","(50,60]"
"7319",4,2500,1920,2,"male",1,29,790,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
